Company_id,Date_id,Open,High,Low,Close,Adj Close,Volume
6,1,142.2100067138672,142.80999755859375,142.14999389648438,142.47000122070312,115.73416900634766,98840700
6,2,143.05999755859375,144.11000061035156,142.99000549316406,143.44000244140625,116.52214813232422,152570400
6,3,144.0,144.5500030517578,143.30999755859375,143.50999450683594,116.57901000976562,145880100
6,4,143.4199981689453,143.8300018310547,142.27000427246094,142.6300048828125,115.8641586303711,135715000
6,5,142.32000732421875,142.5800018310547,141.8800048828125,142.10000610351562,115.4336395263672,137701700
6,6,142.47000122070312,143.85000610351562,142.42999267578125,143.77000427246094,116.7902603149414,143238200
6,7,144.0,145.5,143.7899932861328,145.3699951171875,118.09005737304688,177762800
6,8,145.52999877929688,145.5800018310547,144.24000549316406,144.2899932861328,117.2126922607422,150895400
6,9,144.3800048828125,145.13999938964844,143.97999572753906,145.1199951171875,117.88690948486328,168487000
6,10,142.1699981689453,144.08999633789062,141.94000244140625,142.7899932861328,116.81682586669922,245883800
6,11,142.47999572753906,142.55999755859375,142.19000244140625,142.35000610351562,116.45687103271484,53874600
6,12,142.63999938964844,142.7100067138672,141.35000610351562,141.75,115.9660186767578,106947700
6,13,141.7899932861328,142.0800018310547,139.9199981689453,141.55999755859375,115.81058502197266,167920600
6,14,140.63999938964844,141.4199981689453,139.8699951171875,140.02999877929688,114.55889129638672,148806700
6,15,139.66000366210938,142.55999755859375,139.5399932861328,142.41000366210938,116.50593566894533,243935200
6,16,145.11000061035156,146.14999389648438,144.72999572753906,146.05999755859375,119.49199676513672,192059000
6,17,145.99000549316406,146.3699951171875,145.33999633789062,145.72999572753906,119.2220687866211,144761800
6,18,145.97000122070312,146.61000061035156,145.6699981689453,146.3699951171875,119.74562072753906,116817700
6,19,145.85000610351562,146.11000061035156,145.42999267578125,145.97000122070312,119.41835021972656,110002500
6,20,145.7100067138672,145.91000366210938,144.97999572753906,145.5500030517578,119.07479095458984,121265100
6,21,145.8699951171875,146.32000732421875,145.63999938964844,145.9199981689453,119.37747192382812,90745600
6,22,146.72999572753906,147.08999633789062,145.97000122070312,147.0800018310547,120.32649230957033,130735400
6,23,147.0399932861328,147.14999389648438,146.61000061035156,147.07000732421875,120.3183135986328,113917300
6,24,146.88999938964844,147.07000732421875,146.42999267578125,146.97000122070312,120.23648834228516,89567200
6,25,146.2899932861328,147.2100067138672,146.1999969482422,147.07000732421875,120.3183135986328,93172600
6,26,146.77000427246094,147.27999877929688,146.61000061035156,147.0500030517578,120.30191802978516,104849500
6,27,147.6999969482422,148.4199981689453,147.14999389648438,148.0,121.0791473388672,133833500
6,28,147.97000122070312,148.49000549316406,147.42999267578125,148.3300018310547,121.34913635253906,169906000
6,29,148.3300018310547,149.1300048828125,147.97999572753906,149.1300048828125,122.00360107421876,111797300
6,30,149.1300048828125,149.5,148.86000061035156,149.3699951171875,122.199951171875,104596100
6,31,149.14999389648438,150.13999938964844,149.00999450683594,149.41000366210938,122.23269653320312,146426400
6,32,149.8800048828125,150.25,149.3699951171875,150.25,122.91986846923828,147211600
6,33,150.2899932861328,150.3300018310547,149.50999450683594,150.07000732421875,122.7726058959961,113357700
6,34,149.77000427246094,150.85000610351562,149.6699981689453,150.66000366210938,123.25528717041016,105694400
6,35,150.63999938964844,150.94000244140625,149.92999267578125,150.07000732421875,122.7726058959961,137447700
6,36,149.88999938964844,150.3800048828125,149.60000610351562,149.6999969482422,122.46990966796876,108975800
6,37,150.64999389648438,151.4199981689453,150.38999938964844,151.24000549316406,123.72982025146484,131173000
6,38,150.32000732421875,151.27000427246094,149.42999267578125,149.5399932861328,122.3390121459961,159073600
6,39,150.35000610351562,151.47999572753906,150.2899932861328,151.0500030517578,123.57432556152344,113912400
6,40,150.52000427246094,151.25999450683594,150.41000366210938,151.16000366210938,123.66436767578124,138762800
6,41,151.2100067138672,151.35000610351562,149.86000061035156,150.9600067138672,123.50067138671876,162490000
6,42,151.22000122070312,151.88999938964844,151.22000122070312,151.8000030517578,124.1879425048828,103133700
6,43,151.74000549316406,151.89999389648438,151.38999938964844,151.77000427246094,124.1633529663086,73775000
6,44,151.77999877929688,152.3000030517578,151.61000061035156,152.02000427246094,124.36792755126952,65392700
6,45,152.3300018310547,152.61000061035156,151.72000122070312,152.14999389648438,124.4742202758789,82322600
6,46,151.69000244140625,152.47000122070312,151.52000427246094,152.2899932861328,124.58879089355467,80834300
6,47,152.42999267578125,152.58999633789062,151.5500030517578,152.11000061035156,124.44149780273438,215226500
6,48,152.3699951171875,153.27999877929688,152.16000366210938,153.25,125.37419891357422,95105400
6,49,153.13999938964844,153.19000244140625,151.25999450683594,151.33999633789062,123.81158447265624,160574800
6,50,150.9600067138672,151.4199981689453,149.94000244140625,150.4199981689453,123.0589828491211,183257000
