Company_id,Date_id,Open,High,Low,Close,Adj Close,Volume
3,1,17.070764541625977,17.226680755615234,17.030914306640625,17.07151222229004,17.07151222229004,54872909
3,2,17.185583114624023,17.482471466064453,17.12879753112793,17.35694122314453,17.35694122314453,107906951
3,3,17.41547393798828,17.52207374572754,17.272258758544922,17.373878479003906,17.373878479003906,97403730
3,4,17.83116340637207,17.844863891601562,17.423442840576172,17.50189971923828,17.50189971923828,138312493
3,5,17.413978576660156,17.62942123413086,17.39554786682129,17.48346710205078,17.48346710205078,85523366
3,6,17.571636199951172,17.98060417175293,17.534774780273438,17.952211380004883,17.952211380004883,121871097
3,7,17.848100662231445,18.159433364868164,17.80949592590332,17.959434509277344,17.959434509277344,120646524
3,8,17.95046615600586,18.007503509521484,17.850093841552734,17.935522079467773,17.935522079467773,77031655
3,9,18.013978958129883,18.048599243164062,17.857315063476562,17.99156379699707,17.99156379699707,66528434
3,10,17.782596588134766,17.90339469909668,17.69666862487793,17.82394027709961,17.82394027709961,141568653
3,11,17.796045303344727,17.812734603881836,17.620702743530273,17.6712646484375,17.6712646484375,33762076
3,12,17.63564682006836,17.755447387695312,17.49467658996582,17.65557289123535,17.65557289123535,47473277
3,13,17.612483978271484,17.65482521057129,17.4000301361084,17.591312408447266,17.591312408447266,66142994
3,14,17.476743698120117,17.60675621032715,17.434900283813477,17.434900283813477,17.434900283813477,56290202
3,15,17.434650421142578,17.697914123535156,17.335023880004883,17.61846160888672,17.61846160888672,80195470
3,16,17.918338775634766,18.10713005065918,17.84685516357422,18.013729095458984,18.013729095458984,102033017
3,17,18.055572509765625,18.22991943359375,17.950716018676758,18.02419090270996,18.02419090270996,93075567
3,18,18.16541290283203,18.467529296875,18.124067306518555,18.380355834960938,18.380355834960938,110954331
3,19,18.317590713500977,18.41547393798828,18.19629669189453,18.30015754699707,18.30015754699707,66476239
3,20,18.319833755493164,18.338762283325195,18.043119430541992,18.26404190063477,18.26404190063477,67295297
3,21,18.23838806152344,18.389820098876957,18.14698028564453,18.384092330932617,18.384092330932617,81291563
3,22,18.50140190124512,18.555450439453125,18.269023895263672,18.467777252197266,18.467777252197266,73703226
3,23,18.48073005676269,18.491439819335938,18.338762283325195,18.430667877197266,18.430667877197266,51600690
3,24,18.3561954498291,18.48571014404297,17.991313934326172,18.013729095458984,18.013729095458984,114985384
3,25,17.916095733642578,18.30638313293457,17.736021041870117,18.055572509765625,18.055572509765625,157696879
3,26,17.9925594329834,18.04087829589844,17.775123596191406,17.8129825592041,17.8129825592041,81239368
3,27,17.875747680664062,17.923816680908203,17.709121704101562,17.716594696044922,17.716594696044922,88791570
3,28,17.69268226623535,17.752708435058594,17.467775344848633,17.546979904174805,17.546979904174805,129555794
3,29,17.550716400146484,17.567651748657227,17.323068618774414,17.506132125854492,17.506132125854492,152264594
3,30,18.33104133605957,18.655075073242188,18.326059341430664,18.46827507019043,18.46827507019043,237249950
3,31,18.461801528930664,18.850095748901367,18.443618774414062,18.784839630126957,18.784839630126957,135815168
3,32,18.699161529541016,18.891191482543945,18.686208724975582,18.771390914916992,18.771390914916992,89369729
3,33,18.723819732666016,18.819459915161133,18.627429962158203,18.698165893554688,18.698165893554688,65327951
3,34,18.599035263061523,18.853084564208984,18.59380531311035,18.771638870239254,18.771638870239254,70145942
3,35,18.773134231567383,18.95271110534668,18.752460479736328,18.775375366210938,18.775375366210938,69579828
3,36,18.692684173583984,18.869770050048828,18.686208724975582,18.821701049804688,18.821701049804688,65613015
3,37,18.88421630859375,19.342500686645508,18.88172721862793,19.31759262084961,19.31759262084961,150405652
3,38,19.120580673217773,19.189821243286133,18.885961532592773,18.904640197753903,18.904640197753903,122075862
3,39,18.95719337463379,19.20576286315918,18.915849685668945,19.07201385498047,19.07201385498047,75108474
3,40,18.905885696411133,19.25183868408203,18.89168930053711,19.182350158691406,19.182350158691406,83435569
3,41,19.17064476013184,19.39754295349121,19.066036224365234,19.27649688720703,19.27649688720703,114033831
3,42,19.430419921875,19.59330940246582,19.416223526000977,19.560930252075195,19.560930252075195,121256803
3,43,19.38733291625977,19.501901626586918,19.27151679992676,19.487455368041992,19.487455368041992,87037018
3,44,19.47076988220215,19.62394523620605,19.41149139404297,19.444616317749023,19.444616317749023,74638720
3,45,19.430419921875,19.56043243408203,19.42643547058105,19.498414993286133,19.498414993286133,48107646
3,46,19.42045783996582,19.64486694335937,19.371639251708984,19.62195205688477,19.62195205688477,69672173
3,47,19.61149024963379,19.757444381713867,19.603271484375,19.74822807312012,19.74822807312012,109601278
3,48,19.825439453125,20.09966278076172,19.807756423950195,20.09592628479004,20.09592628479004,117711564
3,49,20.05731964111328,20.148727416992188,19.7208309173584,19.737518310546875,19.737518310546875,110982436
3,50,19.87550163269043,20.06105613708496,19.70663452148437,19.81398200988769,19.81398200988769,140781714
3,51,19.906883239746094,19.95644760131836,19.770893096923828,19.918092727661133,19.918092727661133,82463941
3,52,19.98259925842285,20.134780883789062,19.688453674316406,19.69542694091797,19.69542694091797,92501423
3,53,19.80078125,19.824443817138672,19.536771774291992,19.67948532104492,19.67948532104492,88430220
3,54,19.795799255371094,20.043621063232425,19.703895568847656,19.919836044311523,19.919836044311523,81347773
3,55,19.95271110534668,20.09941291809082,19.95096969604492,19.955202102661133,19.955202102661133,90971711
3,56,19.870519638061523,20.103147506713867,19.829423904418945,20.079486846923828,20.079486846923828,87342157
3,57,20.05731964111328,20.49418258666992,20.049848556518555,20.46080780029297,20.46080780029297,111440145
3,58,20.645864486694336,20.925317764282227,20.645116806030277,20.88671112060547,20.88671112060547,162370331
3,59,20.947235107421875,21.02120780944824,20.64287567138672,20.706886291503903,20.706886291503903,115350748
3,60,20.77363586425781,20.8373966217041,20.66205406188965,20.73727226257324,20.73727226257324,82415761
3,61,20.78459358215332,20.795055389404297,20.549226760864254,20.710372924804688,20.710372924804688,116912581
3,62,20.71460723876953,20.914108276367188,20.70987319946289,20.792564392089844,20.792564392089844,64027093
3,63,20.69019889831543,20.719587326049805,20.514854431152344,20.612987518310547,20.612987518310547,80633104
3,64,20.620210647583008,20.689699172973636,20.480981826782227,20.555702209472656,20.555702209472656,65898080
3,65,20.597545623779297,20.597545623779297,20.358442306518555,20.461803436279297,20.461803436279297,66295564
3,66,20.38608741760254,20.4309196472168,20.257570266723636,20.28148078918457,20.28148078918457,124452737
3,67,20.049848556518555,20.24312400817871,19.96192741394043,20.11933708190918,20.11933708190918,73807616
3,68,20.20526695251465,20.404767990112305,20.085962295532227,20.207258224487305,20.207258224487305,84242583
3,69,20.3444938659668,20.36142921447754,20.21024703979492,20.29169273376465,20.29169273376465,58771467
3,70,20.20651054382324,20.34673500061035,20.17064476013184,20.20576477050781,20.20576477050781,59325536
3,71,20.29243850708008,20.30489158630371,20.165414810180664,20.18210220336914,20.18210220336914,59751126
3,72,20.234405517578125,20.40427017211914,20.095178604125977,20.165414810180664,20.165414810180664,68736680
3,73,20.261554718017575,20.27400779724121,20.11933708190918,20.234655380249023,20.234655380249023,47854701
3,74,20.09169006347656,20.09966278076172,19.95844078063965,19.991567611694336,19.991567611694336,86852328
3,75,20.02469253540039,20.059064865112305,19.758441925048828,19.780607223510746,19.780607223510746,91855009
3,76,19.8010311126709,19.981355667114254,19.75719451904297,19.954954147338867,19.954954147338867,72562968
