Date,Open,High,Low,Close,Adj Close,Volume
2012-12-10,142.2100067138672,142.80999755859375,142.14999389648438,142.47000122070312,115.73416900634766,98840700
2012-12-11,143.05999755859375,144.11000061035156,142.99000549316406,143.44000244140625,116.52214813232422,152570400
2012-12-12,144.0,144.5500030517578,143.30999755859375,143.50999450683594,116.57901000976562,145880100
2012-12-13,143.4199981689453,143.8300018310547,142.27000427246094,142.6300048828125,115.8641586303711,135715000
2012-12-14,142.32000732421875,142.5800018310547,141.8800048828125,142.10000610351562,115.43363952636719,137701700
2012-12-17,142.47000122070312,143.85000610351562,142.42999267578125,143.77000427246094,116.7902603149414,143238200
2012-12-18,144.0,145.5,143.7899932861328,145.3699951171875,118.09005737304688,177762800
2012-12-19,145.52999877929688,145.5800018310547,144.24000549316406,144.2899932861328,117.21269226074219,150895400
2012-12-20,144.3800048828125,145.13999938964844,143.97999572753906,145.1199951171875,117.88690948486328,168487000
2012-12-21,142.1699981689453,144.08999633789062,141.94000244140625,142.7899932861328,116.81682586669922,245883800
2012-12-24,142.47999572753906,142.55999755859375,142.19000244140625,142.35000610351562,116.45687103271484,53874600
2012-12-26,142.63999938964844,142.7100067138672,141.35000610351562,141.75,115.96601867675781,106947700
2012-12-27,141.7899932861328,142.0800018310547,139.9199981689453,141.55999755859375,115.81058502197266,167920600
2012-12-28,140.63999938964844,141.4199981689453,139.8699951171875,140.02999877929688,114.55889129638672,148806700
2012-12-31,139.66000366210938,142.55999755859375,139.5399932861328,142.41000366210938,116.50593566894531,243935200
2013-01-02,145.11000061035156,146.14999389648438,144.72999572753906,146.05999755859375,119.49199676513672,192059000
2013-01-03,145.99000549316406,146.3699951171875,145.33999633789062,145.72999572753906,119.2220687866211,144761800
2013-01-04,145.97000122070312,146.61000061035156,145.6699981689453,146.3699951171875,119.74562072753906,116817700
2013-01-07,145.85000610351562,146.11000061035156,145.42999267578125,145.97000122070312,119.41835021972656,110002500
2013-01-08,145.7100067138672,145.91000366210938,144.97999572753906,145.5500030517578,119.07479095458984,121265100
2013-01-09,145.8699951171875,146.32000732421875,145.63999938964844,145.9199981689453,119.37747192382812,90745600
